name,state,id,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total
Quinsigamond Community College,Massachusetts,38,Public,2 Year,NA,6720,6720,12900,12900
Rabbi Jacob Joseph School,New Jersey,45,Private,4 Year,3300,14400,21700,14400,21700
Rabbinical Academy Mesivta Rabbi Chaim Berlin,New York,25,Private,4 Year,3000,12800,15800,12800,15800
Rabbinical College Beth Shraga,New York,25,Private,4 Year,5700,13550,48250,13550,48250
Rabbinical College Bobover Yeshiva B'nei Zion,New York,25,Private,4 Year,4500,7750,12250,7750,12250
Rabbinical College of America,New Jersey,45,Private,4 Year,7500,11500,48000,11500,48000
Rabbinical College of Long Island,New York,25,Private,4 Year,4900,11575,16475,11575,16475
Rabbinical College of Ohr Shimon Yisroel,New York,25,Private,4 Year,1600,13500,15100,13500,15100
Rabbinical College of Telshe,Ohio,33,Private,4 Year,3000,10800,13800,10800,13800
Rabbinical Seminary of America,New York,25,Private,4 Year,6000,9800,15800,9800,15800
Radford University,Virginia,27,Public,4 Year,9406,11380,20616,22845,32251
Rainy River Community College,Minnesota,24,Public,2 Year,4280,5325,9605,6507,10787
Ramapo College of New Jersey,New Jersey,45,Public,4 Year,12450,14374,26824,23715,36165
Randall University,Oklahoma,78,Private,4 Year,7704,14090,22194,14090,22194
Randolph College,Virginia,27,Private,4 Year,13580,39585,53165,39585,53165
Randolph Community College,North Carolina,29,Public,2 Year,NA,2383,2383,8143,8143
Randolph-Macon College,Virginia,27,Private,4 Year,14960,41400,53260,41400,53260
Ranger College,Texas,23,Public,2 Year,4231,3065,7296,5765,9996
Ranken Technical College,Missouri,47,Private,2 Year,NA,14392,14392,14392,14392
Rappahannock Community College,Virginia,27,Public,2 Year,NA,5075,5075,10373,10373
Raritan Valley Community College,New Jersey,45,Public,2 Year,NA,5686,5686,7036,7036
Reading Area Community College,Pennsylvania,30,Public,2 Year,NA,5580,5580,10590,10590
Red Rocks Community College,Colorado,8,Public,2 Year,NA,4986,4986,49848,49848
Redlands Community College,Oklahoma,78,Public,2 Year,7468,5325,12793,7891,15359
Reed College,Oregon,54,Private,4 Year,14380,56340,70550,56340,70550
Reedley College,California,6,Public,2 Year,6668,1420,8088,9160,15828
Refrigeration School,Arizona,4,For Profit,2 Year,NA,38615,38615,38615,38615
Regent University,Virginia,27,Private,4 Year,9120,49108,27228,49108,27228
Regis College,Massachusetts,38,Private,4 Year,15490,41015,56485,41015,56485
Regis University,Colorado,8,Private,4 Year,11560,36810,48370,36810,48370
Reinhardt University,Georgia,12,Private,4 Year,10200,23300,33500,23300,33500
Rend Lake College,Illinois,36,Public,2 Year,NA,3900,3900,6600,6600
Rensselaer Polytechnic Institute,New York,25,Private,4 Year,15260,53880,69140,53880,69140
Renton Technical College,Washington,44,Public,2 Year,NA,4701,4701,5123,5123
Research College of Nursing,Missouri,47,For Profit,4 Year,9970,37600,47570,37600,47570
Restaurant School at Walnut Hill College,Pennsylvania,30,For Profit,4 Year,7200,13580,20780,13580,20780
Resurrection University,Illinois,36,Private,4 Year,NA,26390,26390,26390,26390
Rhode Island College,Rhode Island,56,Public,4 Year,14929,8929,20758,38692,33538
Rhode Island School of Design,Rhode Island,56,Private,4 Year,13400,50960,64360,50960,64360
Rhodes College,Tennessee,37,Private,4 Year,11403,47890,59293,47890,59293
Rice University,Texas,23,Private,4 Year,14000,47350,61350,47350,61350
Richard Bland College,Virginia,27,Public,2 Year,12204,8100,20304,24910,34014
Richland College,Texas,23,Public,2 Year,NA,2170,2170,5220,5220
Richland Community College,Illinois,36,Public,2 Year,NA,4410,4410,14490,14490
Richmond Community College,North Carolina,29,Public,2 Year,NA,2344,2344,8104,8104
Rider University,New Jersey,45,Private,4 Year,14700,41310,56010,41310,56010
Ridgewater College,Minnesota,24,Public,2 Year,NA,5429,5429,5429,5429
Ringling College of Art and Design,Florida,11,Private,4 Year,15070,46420,61490,46420,61490
Rio Hondo College,California,6,Public,2 Year,NA,1452,1452,8472,8472
Rio Salado College,Arizona,4,Public,2 Year,7584,4998,9482,6222,13806
Ripon College,Wisconsin,35,Private,4 Year,8400,43808,52208,43808,52208
River Parishes Community College,Louisiana,49,Public,2 Year,NA,4079,4079,8123,8123
River Valley Community College,New Hampshire,NH,Public,2 Year,NA,6720,6720,14970,14970
Riverland Community College,Minnesota,24,Public,2 Year,NA,5580,5580,5580,5580
Riverside City College,California,6,Public,2 Year,NA,1416,1416,9156,9156
Rivier University,New Hampshire,NH,Private,4 Year,12526,32190,44316,32190,44316
Roane State Community College,Tennessee,37,Public,2 Year,NA,4443,4443,21349,21349
Roanoke College,Virginia,27,Private,4 Year,13690,44030,57720,44030,57720
Roanoke-Chowan Community College,North Carolina,29,Public,2 Year,NA,2490,2490,8250,8250
Robert Morris University,Pennsylvania,30,Private,4 Year,11400,30300,42100,30300,42100
Robert Morris University: Chicago,Illinois,36,Private,4 Year,NA,28530,28530,28530,28530
Roberts Wesleyan College,New York,25,Private,4 Year,10628,34949,42446,34949,42446
Robeson Community College,North Carolina,29,Public,2 Year,NA,2394,2394,8154,8154
Rochester College,Michigan,26,Private,4 Year,7376,24249,31594,24249,31594
Rochester Community and Technical College,Minnesota,24,Public,2 Year,NA,6163,6163,6163,6163
Rochester Institute of Technology,New York,25,Private,4 Year,13046,44130,57216,44130,57216
Rock Valley College,Illinois,36,Public,2 Year,NA,3764,3764,15224,15224
Rockford University,Illinois,36,Private,4 Year,8660,30930,39590,30930,39590
Rockhurst University,Missouri,47,Private,4 Year,10200,37590,47790,37590,47790
Rockingham Community College,North Carolina,29,Public,2 Year,NA,2376,2376,8136,8136
Rockland Community College,New York,25,Public,2 Year,NA,5326,5326,10072,10072
Rocky Mountain College,Montana,22,Private,4 Year,8330,28512,36842,28512,36842
Roger Williams University,Rhode Island,56,Private,4 Year,15890,34522,50412,34522,50412
Rogers State University,Oklahoma,78,Public,4 Year,8616,6870,15486,15380,23826
Rogue Community College,Oregon,54,Public,2 Year,NA,5550,5550,6630,6630
Rollins College,Florida,11,Private,4 Year,14735,49760,64495,49760,64495
Roosevelt University,Illinois,36,Private,4 Year,13223,29832,43055,29832,43055
Rose State College,Oklahoma,78,Public,2 Year,6370,4348,10689,10696,21066
Rose-Hulman Institute of Technology,Indiana,42,Private,4 Year,14766,49871,64637,49871,64637
Rosedale Bible College,Ohio,33,Private,2 Year,5650,8731,14381,8731,14381
Rosedale Technical College,Pennsylvania,30,Private,2 Year,NA,21225,21225,21225,21225
Roseman University of Health Sciences,Nevada,17,Private,4 Year,NA,37309,37309,37309,37309
Rosemont College,Pennsylvania,30,Private,4 Year,12438,48900,32338,48900,32338
Rowan College at Burlington County,New Jersey,45,Public,2 Year,NA,4755,4755,7495,7495
Rowan College at Gloucester,New Jersey,45,Public,2 Year,NA,4470,4470,9420,9420
Rowan University,New Jersey,45,Public,4 Year,12552,13697,26249,22339,34891
Rowan-Cabarrus Community College,North Carolina,29,Public,2 Year,NA,2409,2409,8169,8169
Roxbury Community College,Massachusetts,38,Public,2 Year,NA,6960,6960,13590,13590
Rush University,Illinois,36,Private,4 Year,NA,24900,24900,24900,24900
Rust College,Mississippi,31,Private,4 Year,4300,9900,14200,9900,14200
Rutgers University,New Jersey,45,Public,4 Year,12706,14974,27680,31282,43988
"Rutgers, The State University of New Jersey: Camden Campus",New Jersey,45,Public,4 Year,12336,14835,27211,30613,42949
"Rutgers, The State University of New Jersey: Newark Campus",New Jersey,45,Public,4 Year,13536,14409,27945,30721,44253
Sacramento City College,California,6,Public,2 Year,NA,1416,1416,9546,9546
Sacred Heart Major Seminary,Michigan,26,Private,4 Year,10675,48840,30515,48840,30515
Sacred Heart University,Connecticut,9,Private,4 Year,15310,41420,56730,41420,56730
Saddleback College,California,6,Public,2 Year,NA,1449,1449,10058,10058
Sage College,California,6,For Profit,2 Year,NA,9400,9400,9400,9400
Saginaw Chippewa Tribal College,Michigan,26,Public,2 Year,NA,2550,2550,2550,2550
Saginaw Valley State University,Michigan,26,Public,4 Year,10496,10308,20494,24385,34401
Saint Anselm College,New Hampshire,NH,Private,4 Year,14500,41200,55700,41200,55700
Saint Anthony College of Nursing,Illinois,36,Private,4 Year,NA,25948,25948,25948,25948
Saint Augustine's University,North Carolina,29,Private,4 Year,7692,21890,25582,21890,25582
Saint Bonaventure University,New York,25,Private,4 Year,13055,34301,47356,34301,47356
Saint Cloud State University,Minnesota,24,Public,4 Year,8900,8912,21812,21146,26046
Saint Johns River State College,Florida,11,Public,2 Year,NA,3240,3240,11608,11608
Saint Joseph's College,Indiana,42,Private,4 Year,13280,34880,48160,34880,48160
Saint Joseph's College of Maine,Maine,48,Private,4 Year,13680,35650,49330,35650,49330
Saint Joseph's University,Pennsylvania,30,Private,4 Year,14840,44973,59813,44973,59813
Saint Leo University,Florida,11,Private,4 Year,10570,22280,32850,22280,32850
Saint Louis University,Missouri,47,Private,4 Year,12290,43884,56214,43884,56214
Saint Luke's College of Health Sciences,Missouri,47,Private,4 Year,NA,21045,21045,21045,21045
Saint Martin's University,Washington,44,Private,4 Year,11445,37356,48801,37356,48801
Saint Mary's College,Indiana,42,Private,4 Year,12580,42220,54800,42220,54800
Saint Mary's College of California,California,6,Private,4 Year,15370,47280,62650,47280,62650
Saint Michael's College,Vermont,51,Private,4 Year,12220,45375,57595,45375,57595
Saint Peter's University,New Jersey,45,Private,4 Year,15414,37486,52900,37486,52900
Saint Thomas University,Florida,11,Private,4 Year,12100,33222,44922,33222,44922
Saint Xavier University,Illinois,36,Private,4 Year,11340,33880,45220,33880,45220
Salem College,North Carolina,29,Private,4 Year,14950,29416,41266,29416,41266
Salem Community College,New Jersey,45,Public,2 Year,NA,5070,5070,6600,6600
Salem International University,West Virginia,32,For Profit,4 Year,7480,12920,20400,12920,20400
Salem State University,Massachusetts,38,Public,4 Year,12722,10884,23606,21024,29746
Salisbury University,Maryland,20,Public,4 Year,14850,9824,22174,48526,31476
Salish Kootenai College,Montana,22,Private,4 Year,NA,6399,6399,11583,11583
Salt Lake Community College,Utah,55,Public,2 Year,NA,3843,3843,12206,12206
Salve Regina University,Rhode Island,56,Private,4 Year,14500,40550,55050,40550,55050
Sam Houston State University,Texas,23,Public,4 Year,9386,10493,48569,22633,32048
Samford University,Alabama,1,Private,4 Year,10550,31650,42200,31650,42200
Sampson Community College,North Carolina,29,Public,2 Year,NA,2357,2357,8121,8121
San Antonio College,Texas,23,Public,2 Year,NA,2720,2720,13730,13730
San Bernardino Valley College,California,6,Public,2 Year,NA,1420,1420,10120,10120
San Diego Christian College,California,6,Private,4 Year,11640,31404,43044,31404,43044
San Diego City College,California,6,Public,2 Year,NA,1449,1449,8048,8048
San Diego Mesa College,California,6,Public,2 Year,NA,1449,1449,8048,8048
San Diego Miramar College,California,6,Public,2 Year,NA,1437,1437,8067,8067
San Diego State University,California,6,Public,4 Year,16735,7488,24223,48368,36103
San Francisco Art Institute,California,6,Private,4 Year,15709,46534,62243,46534,62243
San Francisco Conservatory of Music,California,6,Private,4 Year,14510,46110,60620,46110,60620
San Francisco State University,California,6,Public,4 Year,15151,7260,22411,48140,34291
San Jacinto College : South Campus,Texas,23,Public,2 Year,NA,4960,4960,5160,5160
San Joaquin Delta College,California,6,Public,2 Year,NA,1380,1380,9480,9480
San Jose City College,California,6,Public,2 Year,NA,1448,1448,8438,8438
San Jose State University,California,6,Public,4 Year,16442,7796,24238,21300,33742
San Juan College,New Mexico,19,Public,2 Year,NA,1582,1582,4126,4126
Sandhills Community College,North Carolina,29,Public,2 Year,NA,2446,2446,8206,8206
Santa Ana College,California,6,Public,2 Year,NA,1449,1449,10208,10208
Santa Barbara City College,California,6,Public,2 Year,NA,1496,1496,10046,10046
Santa Clara University,California,6,Private,4 Year,14910,52111,66638,52111,66638
Santa Fe College,Florida,11,Public,2 Year,NA,3203,3203,11487,11487
Santa Fe Community College,New Mexico,19,Public,2 Year,NA,2155,2155,4605,4605
Santa Monica College,California,6,Public,2 Year,NA,1444,1444,11164,11164
Santa Rosa Junior College,California,6,Public,2 Year,NA,1430,1430,10460,10460
Santiago Canyon College,California,6,Public,2 Year,NA,1449,1449,10208,10208
Sarah Lawrence College,New York,25,Private,4 Year,15370,55900,71270,55900,71270
Sauk Valley Community College,Illinois,36,Public,2 Year,NA,4470,4470,13820,13820
Savannah College of Art and Design,Georgia,12,Private,4 Year,14550,36630,51490,36630,51490
Savannah State University,Georgia,12,Public,4 Year,7762,6794,14556,48870,27632
Savannah Technical College,Georgia,12,Public,2 Year,NA,3278,3278,5948,5948
Schenectady County Community College,New York,25,Public,2 Year,NA,4948,4948,9124,9124
Schiller International University,Florida,11,For Profit,4 Year,NA,21700,21700,21700,21700
School of Advertising Art,Ohio,33,For Profit,2 Year,NA,32988,32988,32988,32988
School of the Art Institute of Chicago,Illinois,36,Private,4 Year,15890,49270,65160,49270,65160
School of the Museum of Fine Arts,Massachusetts,38,Private,4 Year,14560,56382,70942,56382,70942
School of Visual Arts,New York,25,For Profit,4 Year,21500,39900,57400,39900,57400
Schoolcraft College,Michigan,26,Public,2 Year,NA,4226,4226,8126,8126
Schreiner University,Texas,23,Private,4 Year,10508,27960,38468,27960,38468
Scott Community College,Iowa,34,Public,2 Year,NA,4864,4864,6870,6870
Scottsdale Community College,Arizona,4,Public,2 Year,NA,2580,2580,12330,12330
Scripps College,California,6,Private,4 Year,16932,55024,74856,55024,74856
Seattle Central College,Washington,44,Public,2 Year,NA,4228,4228,4663,4663
Seattle Pacific University,Washington,44,Private,4 Year,12196,42939,54735,42939,54735
Seattle University,Washington,44,Private,4 Year,12288,44610,56898,44610,56898
Selma University,Alabama,1,Private,4 Year,6400,7885,14285,7885,14285
Seminole State College,Oklahoma,78,Public,2 Year,7070,5040,13810,11160,49230
Seminole State College of Florida,Florida,11,Public,2 Year,NA,3131,3131,11456,11456
Sessions College for Professional Design,Arizona,4,Private,2 Year,NA,8775,8775,8775,8775
Seton Hall University,New Jersey,45,Private,4 Year,15800,42470,58270,42470,58270
Seton Hill University,Pennsylvania,30,Private,4 Year,14984,35748,47632,35748,47632
Sewanee: The University of the South,Tennessee,37,Private,4 Year,12880,45120,58000,45120,58000
Seward County Community College,Kansas,16,Public,2 Year,5010,2970,7980,4110,9120
Shasta Bible College and Graduate School,California,6,Private,4 Year,2800,11350,14150,11350,14150
Shasta College,California,6,Public,2 Year,NA,1449,1449,8438,8438
Shaw University,North Carolina,29,Private,4 Year,8158,16480,24638,16480,24638
Shawnee Community College,Illinois,36,Public,2 Year,NA,3600,3600,5910,5910
Shawnee State University,Ohio,33,Public,4 Year,10864,8556,48420,14714,25578
Shelton State Community College,Alabama,1,Public,2 Year,NA,4467,4467,8337,8337
Shenandoah University,Virginia,27,Private,4 Year,10370,32530,42900,32530,42900
Shepherd University,West Virginia,32,Public,4 Year,10500,7548,49048,49048,28548
Sheridan College,Wyoming,18,Public,2 Year,7443,3396,10839,7908,15351
Shiloh University,Iowa,34,Private,4 Year,NA,4800,4800,4800,4800
Shippensburg University of Pennsylvania,Pennsylvania,30,Public,4 Year,12268,12749,24986,20510,32778
Shor Yoshuv Rabbinical College,New York,25,Private,4 Year,6000,9460,15460,9460,15460
Shoreline Community College,Washington,44,Public,2 Year,10260,4730,14990,7268,21528
Shorter University,Georgia,12,Private,4 Year,9400,22370,32170,22370,32170
Siena College,New York,25,Private,4 Year,15000,37575,52575,37575,52575
Siena Heights University,Michigan,26,Private,4 Year,10620,27124,37744,27124,37744
Sierra College,California,6,Public,2 Year,11063,1430,12493,9010,20073
Sierra Nevada College,Nevada,17,Private,4 Year,13357,34241,47598,34241,47598
Silicon Valley University,California,6,Private,4 Year,NA,10725,10725,10725,10725
